BillNo,Itemname,Quantity,Present_Date,Price,CustomerID,Country,Revenue,Transaction_Size,Product_Frequency,Year,Month,Day,Hour,Day_of_Week
536592,YULETIDE IMAGES GIFT WRAP SET,4,2010-12-01 17:06:00,1.66,Guest_Customer,United Kingdom,6.64,514,83,2010,12,1,17,Wednesday
536592,SET/4 BLUE FLOWER CANDLES IN BOWL,2,2010-12-01 17:06:00,3.36,Guest_Customer,United Kingdom,6.72,514,36,2010,12,1,17,Wednesday
536592,TRADITIONAL CHRISTMAS RIBBONS,3,2010-12-01 17:06:00,2.51,Guest_Customer,United Kingdom,7.529999999999999,514,331,2010,12,1,17,Wednesday
536592,SCANDINAVIAN REDS RIBBONS,5,2010-12-01 17:06:00,2.51,Guest_Customer,United Kingdom,12.55,514,432,2010,12,1,17,Wednesday
536592,CHOCOLATE BOX RIBBONS,1,2010-12-01 17:06:00,2.51,Guest_Customer,United Kingdom,2.51,514,313,2010,12,1,17,Wednesday
536592,FRENCH ENAMEL CANDLEHOLDER,1,2010-12-01 17:06:00,4.21,Guest_Customer,United Kingdom,4.21,514,290,2010,12,1,17,Wednesday
536592,JUMBO BAG RED RETROSPOT,1,2010-12-01 17:06:00,4.21,Guest_Customer,United Kingdom,4.21,514,1789,2010,12,1,17,Wednesday
536592,JUMBO BAG STRAWBERRY,1,2010-12-01 17:06:00,4.21,Guest_Customer,United Kingdom,4.21,514,720,2010,12,1,17,Wednesday
536592,BLACK ENCHANTED FOREST PLACEMAT,4,2010-12-01 17:06:00,3.36,Guest_Customer,United Kingdom,13.44,514,65,2010,12,1,17,Wednesday
536592,IVORY ENCHANTED FOREST PLACEMAT,1,2010-12-01 17:06:00,3.36,Guest_Customer,United Kingdom,3.36,514,88,2010,12,1,17,Wednesday
536592,RED ENCHANTED FOREST PLACEMAT,2,2010-12-01 17:06:00,3.36,Guest_Customer,United Kingdom,6.72,514,108,2010,12,1,17,Wednesday
536592,BLACK CANDELABRA T-LIGHT HOLDER,1,2010-12-01 17:06:00,1.66,Guest_Customer,United Kingdom,1.66,514,73,2010,12,1,17,Wednesday
536592,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-12-01 17:06:00,5.91,Guest_Customer,United Kingdom,53.19,514,1886,2010,12,1,17,Wednesday
536592,BEADED CRYSTAL HEART GREEN ON STICK,1,2010-12-01 17:06:00,0.85,Guest_Customer,United Kingdom,0.85,514,169,2010,12,1,17,Wednesday
536592,BEADED CRYSTAL HEART PINK ON STICK,1,2010-12-01 17:06:00,0.85,Guest_Customer,United Kingdom,0.85,514,204,2010,12,1,17,Wednesday
536592,CHARLIE + LOLA BISCUITS TINS,1,2010-12-01 17:06:00,8.47,Guest_Customer,United Kingdom,8.47,514,106,2010,12,1,17,Wednesday
536592,BLUE DRAGONFLY HELICOPTER,1,2010-12-01 17:06:00,8.47,Guest_Customer,United Kingdom,8.47,514,45,2010,12,1,17,Wednesday
536592,YELLOW SHARK HELICOPTER,2,2010-12-01 17:06:00,8.47,Guest_Customer,United Kingdom,16.94,514,53,2010,12,1,17,Wednesday
536592,RED SHARK HELICOPTER,1,2010-12-01 17:06:00,8.47,Guest_Customer,United Kingdom,8.47,514,34,2010,12,1,17,Wednesday
536592,LADIES & GENTLEMEN METAL SIGN,1,2010-12-01 17:06:00,5.06,Guest_Customer,United Kingdom,5.06,514,438,2010,12,1,17,Wednesday
536592,SET/6 PINK BIRD T-LIGHT CANDLES,1,2010-12-01 17:06:00,4.21,Guest_Customer,United Kingdom,4.21,514,95,2010,12,1,17,Wednesday
536592,LARGE HANGING IVORY & RED WOOD BIRD,1,2010-12-01 17:06:00,1.28,Guest_Customer,United Kingdom,1.28,514,79,2010,12,1,17,Wednesday
536592,MINI PAINTED GARDEN DECORATION,4,2010-12-01 17:06:00,1.66,Guest_Customer,United Kingdom,6.64,514,45,2010,12,1,17,Wednesday
536592,SET OF 6 3D KIT CARDS FOR KIDS,2,2010-12-01 17:06:00,1.66,Guest_Customer,United Kingdom,3.32,514,219,2010,12,1,17,Wednesday
536592,CINAMMON SET OF 9 T-LIGHTS,1,2010-12-01 17:06:00,1.66,Guest_Customer,United Kingdom,1.66,514,147,2010,12,1,17,Wednesday
536592,SET OF 3 BABUSHKA STACKING TINS,1,2010-12-01 17:06:00,4.95,Guest_Customer,United Kingdom,4.95,514,12,2010,12,1,17,Wednesday
536592,BLACK VINTAGE EARRINGS,1,2010-12-01 17:06:00,4.24,Guest_Customer,United Kingdom,4.24,514,31,2010,12,1,17,Wednesday
536592,GOLD M.O.P ORBIT DROP EARRINGS,1,2010-12-01 17:06:00,4.24,Guest_Customer,United Kingdom,4.24,514,16,2010,12,1,17,Wednesday
536592,GOLD M.O.P ORBIT BRACELET,1,2010-12-01 17:06:00,5.51,Guest_Customer,United Kingdom,5.51,514,18,2010,12,1,17,Wednesday
536592,NEW BAROQUE B'FLY NECKLACE GREEN,1,2010-12-01 17:06:00,8.49,Guest_Customer,United Kingdom,8.49,514,3,2010,12,1,17,Wednesday
536592,"FLOWER GLASS GARLD NECKL36""TURQUOIS",1,2010-12-01 17:06:00,8.07,Guest_Customer,United Kingdom,8.07,514,5,2010,12,1,17,Wednesday
536592,MURANO STYLE GLASS BRACELET BLACK,1,2010-12-01 17:06:00,3.81,Guest_Customer,United Kingdom,3.81,514,11,2010,12,1,17,Wednesday
536592,CRACKED GLAZE NECKLACE RED,1,2010-12-01 17:06:00,7.22,Guest_Customer,United Kingdom,7.22,514,7,2010,12,1,17,Wednesday
536592,CRACKED GLAZE EARRINGS RED,1,2010-12-01 17:06:00,2.54,Guest_Customer,United Kingdom,2.54,514,9,2010,12,1,17,Wednesday
536592,BLACK DIAMOND CLUSTER EARRINGS,1,2010-12-01 17:06:00,2.96,Guest_Customer,United Kingdom,2.96,514,3,2010,12,1,17,Wednesday
536592,OLD ROSE COMBO BEAD NECKLACE,1,2010-12-01 17:06:00,2.96,Guest_Customer,United Kingdom,2.96,514,45,2010,12,1,17,Wednesday
536592,WHITE/PINK MINI CRYSTALS NECKLACE,1,2010-12-01 17:06:00,5.51,Guest_Customer,United Kingdom,5.51,514,7,2010,12,1,17,Wednesday
536592,ANT COPPER RED BOUDICCA BRACELET,1,2010-12-01 17:06:00,5.09,Guest_Customer,United Kingdom,5.09,514,21,2010,12,1,17,Wednesday
536592,ANT COPPER TURQ BOUDICCA BRACELET,2,2010-12-01 17:06:00,5.09,Guest_Customer,United Kingdom,10.18,514,37,2010,12,1,17,Wednesday
536592,PINK & WHITE ROSEBUD RING,1,2010-12-01 17:06:00,4.24,Guest_Customer,United Kingdom,4.24,514,14,2010,12,1,17,Wednesday
536592,PAIR BUTTERFLY HAIR CLIPS,1,2010-12-01 17:06:00,3.81,Guest_Customer,United Kingdom,3.81,514,17,2010,12,1,17,Wednesday
536592,DROP DIAMANTE EARRINGS CRYSTAL,1,2010-12-01 17:06:00,2.96,Guest_Customer,United Kingdom,2.96,514,13,2010,12,1,17,Wednesday
536592,DROP DIAMANTE EARRINGS GREEN,1,2010-12-01 17:06:00,2.96,Guest_Customer,United Kingdom,2.96,514,8,2010,12,1,17,Wednesday
536592,JADE DROP EARRINGS W FILIGREE,1,2010-12-01 17:06:00,5.09,Guest_Customer,United Kingdom,5.09,514,24,2010,12,1,17,Wednesday
536592,BLUE SWEETHEART BRACELET,1,2010-12-01 17:06:00,4.24,Guest_Customer,United Kingdom,4.24,514,27,2010,12,1,17,Wednesday
536592,CRYSTAL DIAMANTE STAR BROOCH,1,2010-12-01 17:06:00,5.09,Guest_Customer,United Kingdom,5.09,514,31,2010,12,1,17,Wednesday
536592,PINK ENAMEL+GLASS HAIR COMB,1,2010-12-01 17:06:00,2.11,Guest_Customer,United Kingdom,2.11,514,27,2010,12,1,17,Wednesday
536592,DIAMOND LAS VEGAS NECKLACE 45CM,1,2010-12-01 17:06:00,5.94,Guest_Customer,United Kingdom,5.94,514,8,2010,12,1,17,Wednesday
536592,"LETTER ""A"" BLING KEY RING",2,2010-12-01 17:06:00,0.85,Guest_Customer,United Kingdom,1.7,514,56,2010,12,1,17,Wednesday
536592,"LETTER ""E"" BLING KEY RING",1,2010-12-01 17:06:00,0.85,Guest_Customer,United Kingdom,0.85,514,30,2010,12,1,17,Wednesday
536592,"LETTER ""H"" BLING KEY RING",1,2010-12-01 17:06:00,0.85,Guest_Customer,United Kingdom,0.85,514,30,2010,12,1,17,Wednesday
536592,"LETTER ""S"" BLING KEY RING",1,2010-12-01 17:06:00,0.85,Guest_Customer,United Kingdom,0.85,514,41,2010,12,1,17,Wednesday
536592,PINK FLORAL FELTCRAFT SHOULDER BAG,3,2010-12-01 17:06:00,3.75,Guest_Customer,United Kingdom,11.25,514,251,2010,12,1,17,Wednesday
536592,SQUARECUSHION COVER PINK UNION FLAG,3,2010-12-01 17:06:00,6.75,Guest_Customer,United Kingdom,20.25,514,30,2010,12,1,17,Wednesday
536592,WHITE STITCHED CUSHION COVER,3,2010-12-01 17:06:00,6.95,Guest_Customer,United Kingdom,20.85,514,22,2010,12,1,17,Wednesday
536592,LUNCH BAG CARS BLUE,9,2010-12-01 17:06:00,1.65,Guest_Customer,United Kingdom,14.85,514,1090,2010,12,1,17,Wednesday
536592,WOODEN FRAME ANTIQUE WHITE,3,2010-12-01 17:06:00,2.95,Guest_Customer,United Kingdom,8.850000000000001,514,896,2010,12,1,17,Wednesday
536592,GUMBALL COAT RACK,3,2010-12-01 17:06:00,2.55,Guest_Customer,United Kingdom,7.649999999999999,514,577,2010,12,1,17,Wednesday
536592,PIN CUSHION BABUSHKA RED,3,2010-12-01 17:06:00,3.35,Guest_Customer,United Kingdom,10.05,514,42,2010,12,1,17,Wednesday
536592,PIN CUSHION BABUSHKA BLUE,3,2010-12-01 17:06:00,3.35,Guest_Customer,United Kingdom,10.05,514,44,2010,12,1,17,Wednesday
536592,PIN CUSHION BABUSHKA PINK,3,2010-12-01 17:06:00,3.35,Guest_Customer,United Kingdom,10.05,514,132,2010,12,1,17,Wednesday
536592,RED RETROSPOT PURSE,3,2010-12-01 17:06:00,2.95,Guest_Customer,United Kingdom,8.850000000000001,514,156,2010,12,1,17,Wednesday
536593,DOORMAT SPOTTY HOME SWEET HOME,2,2010-12-01 17:15:00,7.95,16835,United Kingdom,15.9,5,380,2010,12,1,17,Wednesday
536593,DOORMAT AIRMAIL,2,2010-12-01 17:15:00,7.95,16835,United Kingdom,15.9,5,154,2010,12,1,17,Wednesday
536593,CHILDS GARDEN BRUSH PINK,6,2010-12-01 17:15:00,2.1,16835,United Kingdom,12.6,5,84,2010,12,1,17,Wednesday
536593,CAKE PLATE LOVEBIRD WHITE,3,2010-12-01 17:15:00,4.95,16835,United Kingdom,14.85,5,167,2010,12,1,17,Wednesday
536593,LADYBIRD + BEE RAFFIA FOOD COVER,6,2010-12-01 17:15:00,3.75,16835,United Kingdom,22.5,5,37,2010,12,1,17,Wednesday
536594,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-01 17:22:00,2.95,15235,United Kingdom,17.700000000000003,5,661,2010,12,1,17,Wednesday
536594,GREY HEART HOT WATER BOTTLE,4,2010-12-01 17:22:00,3.75,15235,United Kingdom,15.0,5,539,2010,12,1,17,Wednesday
536594,CANDLEHOLDER PINK HANGING HEART,6,2010-12-01 17:22:00,2.95,15235,United Kingdom,17.700000000000003,5,373,2010,12,1,17,Wednesday
536594,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-12-01 17:22:00,0.95,15235,United Kingdom,11.4,5,428,2010,12,1,17,Wednesday
536594,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-01 17:22:00,2.95,15235,United Kingdom,17.700000000000003,5,1886,2010,12,1,17,Wednesday
536595,HOME SWEET HOME MUG,1,2010-12-01 17:24:00,1.25,13576,United Kingdom,1.25,9,320,2010,12,1,17,Wednesday
536595,NOEL WOODEN BLOCK LETTERS,4,2010-12-01 17:24:00,5.95,13576,United Kingdom,23.8,9,109,2010,12,1,17,Wednesday
536595,BATH BUILDING BLOCK WORD,4,2010-12-01 17:24:00,5.95,13576,United Kingdom,23.8,9,235,2010,12,1,17,Wednesday
536595,BAG 500G SWIRLY MARBLES,5,2010-12-01 17:24:00,1.65,13576,United Kingdom,8.25,9,117,2010,12,1,17,Wednesday
536595,WICKER STAR,5,2010-12-01 17:24:00,2.1,13576,United Kingdom,10.5,9,399,2010,12,1,17,Wednesday
536595,EDWARDIAN PARASOL RED,1,2010-12-01 17:24:00,5.95,13576,United Kingdom,5.95,9,246,2010,12,1,17,Wednesday
536595,SAVE THE PLANET COTTON TOTE BAG,1,2010-12-01 17:24:00,2.25,13576,United Kingdom,2.25,9,171,2010,12,1,17,Wednesday
536595,CHILDRENS GARDEN GLOVES BLUE,1,2010-12-01 17:24:00,1.25,13576,United Kingdom,1.25,9,76,2010,12,1,17,Wednesday
536595,CHRYSANTHEMUM SKETCHBOOK,2,2010-12-01 17:24:00,3.75,13576,United Kingdom,7.5,9,58,2010,12,1,17,Wednesday
536596,VINTAGE UNION JACK DOORSTOP,1,2010-12-01 17:29:00,5.95,Guest_Customer,United Kingdom,5.95,5,85,2010,12,1,17,Wednesday
536596,SET 2 TEA TOWELS I LOVE LONDON,1,2010-12-01 17:29:00,2.95,Guest_Customer,United Kingdom,2.95,5,512,2010,12,1,17,Wednesday
536596,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-01 17:29:00,3.95,Guest_Customer,United Kingdom,3.95,5,535,2010,12,1,17,Wednesday
536596,PACK OF 12 SKULL TISSUES,1,2010-12-01 17:29:00,0.29,Guest_Customer,United Kingdom,0.29,5,153,2010,12,1,17,Wednesday
536596,WAKE UP COCKEREL TILE COASTER,4,2010-12-01 17:29:00,1.25,Guest_Customer,United Kingdom,5.0,5,14,2010,12,1,17,Wednesday
536597,60 CAKE CASES VINTAGE CHRISTMAS,4,2010-12-01 17:35:00,0.55,18011,United Kingdom,2.2,27,326,2010,12,1,17,Wednesday
536597,BAG 250G SWIRLY MARBLES,1,2010-12-01 17:35:00,0.85,18011,United Kingdom,0.85,27,194,2010,12,1,17,Wednesday
536597,BAG 125G SWIRLY MARBLES,4,2010-12-01 17:35:00,0.42,18011,United Kingdom,1.68,27,235,2010,12,1,17,Wednesday
536597,BAG 500G SWIRLY MARBLES,2,2010-12-01 17:35:00,1.65,18011,United Kingdom,3.3,27,117,2010,12,1,17,Wednesday
536597,ROSE 3 WICK MORRIS BOX CANDLE,1,2010-12-01 17:35:00,4.25,18011,United Kingdom,4.25,27,115,2010,12,1,17,Wednesday
536597,ROSE SCENT CANDLE JEWELLED DRAWER,1,2010-12-01 17:35:00,4.25,18011,United Kingdom,4.25,27,40,2010,12,1,17,Wednesday
536597,PAPER CHAIN KIT 50'S CHRISTMAS,1,2010-12-01 17:35:00,2.95,18011,United Kingdom,2.95,27,977,2010,12,1,17,Wednesday
536597,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2010-12-01 17:35:00,2.95,18011,United Kingdom,2.95,27,705,2010,12,1,17,Wednesday
536597,PACK OF 6 HANDBAG GIFT BOXES,2,2010-12-01 17:35:00,2.55,18011,United Kingdom,5.1,27,109,2010,12,1,17,Wednesday
536597,3D CHRISTMAS STAMPS STICKERS,1,2010-12-01 17:35:00,1.25,18011,United Kingdom,1.25,27,140,2010,12,1,17,Wednesday
536597,RED RETROSPOT CHILDRENS UMBRELLA,1,2010-12-01 17:35:00,3.25,18011,United Kingdom,3.25,27,229,2010,12,1,17,Wednesday
536597,VANILLA SCENT CANDLE JEWELLED BOX,3,2010-12-01 17:35:00,4.25,18011,United Kingdom,12.75,27,98,2010,12,1,17,Wednesday
536597,LUNCH BAG PINK POLKADOT,1,2010-12-01 17:35:00,1.65,18011,United Kingdom,1.65,27,1038,2010,12,1,17,Wednesday
536597,WHITE BAMBOO RIBS LAMPSHADE,4,2010-12-01 17:35:00,0.85,18011,United Kingdom,3.4,27,55,2010,12,1,17,Wednesday
536597,FOLDING UMBRELLA CHOCOLATE POLKADOT,1,2010-12-01 17:35:00,4.95,18011,United Kingdom,4.95,27,55,2010,12,1,17,Wednesday
536597,COSY SLIPPER SHOES SMALL GREEN,1,2010-12-01 17:35:00,2.95,18011,United Kingdom,2.95,27,109,2010,12,1,17,Wednesday
536597,3 GARDENIA MORRIS BOXED CANDLES,1,2010-12-01 17:35:00,4.25,18011,United Kingdom,4.25,27,70,2010,12,1,17,Wednesday
536597,CHRISTMAS DECOUPAGE CANDLE,4,2010-12-01 17:35:00,0.85,18011,United Kingdom,3.4,27,53,2010,12,1,17,Wednesday
536597,SET/4 GARDEN ROSE DINNER CANDLE,1,2010-12-01 17:35:00,1.65,18011,United Kingdom,1.65,27,3,2010,12,1,17,Wednesday
536597,SMALL POPCORN HOLDER,6,2010-12-01 17:35:00,0.85,18011,United Kingdom,5.1,27,447,2010,12,1,17,Wednesday
536597,LUNCH BAG WOODLAND,1,2010-12-01 17:35:00,1.65,18011,United Kingdom,1.65,27,979,2010,12,1,17,Wednesday
536597,S/6 SEW ON CROCHET FLOWERS,1,2010-12-01 17:35:00,1.25,18011,United Kingdom,1.25,27,18,2010,12,1,17,Wednesday
536597,GOLD PRINT PAPER BAG,14,2010-12-01 17:35:00,0.19,18011,United Kingdom,2.66,27,2,2010,12,1,17,Wednesday
536597,WOODEN HAPPY BIRTHDAY GARLAND,1,2010-12-01 17:35:00,2.95,18011,United Kingdom,2.95,27,262,2010,12,1,17,Wednesday
536597,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2010-12-01 17:35:00,0.85,18011,United Kingdom,0.85,27,522,2010,12,1,17,Wednesday
536597,SET/4 BADGES CUTE CREATURES,5,2010-12-01 17:35:00,1.25,18011,United Kingdom,6.25,27,54,2010,12,1,17,Wednesday
536597,BLUE PAISLEY POCKET BOOK,6,2010-12-01 17:35:00,0.85,18011,United Kingdom,5.1,27,59,2010,12,1,17,Wednesday
536598,PORCELAIN ROSE LARGE,12,2010-12-02 07:48:00,1.25,13090,United Kingdom,15.0,2,11,2010,12,2,7,Thursday
536598,PORCELAIN ROSE SMALL,16,2010-12-02 07:48:00,0.85,13090,United Kingdom,13.6,2,55,2010,12,2,7,Thursday
536599,ROSE COTTAGE KEEPSAKE BOX,8,2010-12-02 07:49:00,8.5,15694,United Kingdom,68.0,4,15,2010,12,2,7,Thursday
536599,ALARM CLOCK BAKELIKE RED,4,2010-12-02 07:49:00,3.75,15694,United Kingdom,15.0,4,1004,2010,12,2,7,Thursday
536599,ALARM CLOCK BAKELIKE GREEN,12,2010-12-02 07:49:00,3.75,15694,United Kingdom,45.0,4,938,2010,12,2,7,Thursday
536599,ASSORTED COLOUR MINI CASES,12,2010-12-02 07:49:00,6.35,15694,United Kingdom,76.19999999999999,4,351,2010,12,2,7,Thursday
536600,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 08:32:00,2.55,17850,United Kingdom,15.3,11,1886,2010,12,2,8,Thursday
536600,WHITE METAL LANTERN,6,2010-12-02 08:32:00,3.39,17850,United Kingdom,20.34,11,287,2010,12,2,8,Thursday
536600,WOOD 2 DRAWER CABINET WHITE FINISH,4,2010-12-02 08:32:00,4.95,17850,United Kingdom,19.8,11,510,2010,12,2,8,Thursday
536600,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-02 08:32:00,6.95,17850,United Kingdom,13.9,11,122,2010,12,2,8,Thursday
536600,WOODEN PICTURE FRAME WHITE FINISH,6,2010-12-02 08:32:00,2.1,17850,United Kingdom,12.6,11,1026,2010,12,2,8,Thursday
536600,WOODEN FRAME ANTIQUE WHITE,6,2010-12-02 08:32:00,2.55,17850,United Kingdom,15.3,11,896,2010,12,2,8,Thursday
536600,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2010-12-02 08:32:00,1.65,17850,United Kingdom,9.9,11,1099,2010,12,2,8,Thursday
536600,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-12-02 08:32:00,3.39,17850,United Kingdom,20.34,11,422,2010,12,2,8,Thursday
536600,RED WOOLLY HOTTIE WHITE HEART.,6,2010-12-02 08:32:00,3.39,17850,United Kingdom,20.34,11,354,2010,12,2,8,Thursday
536600,SET 7 BABUSHKA NESTING BOXES,2,2010-12-02 08:32:00,7.65,17850,United Kingdom,15.3,11,280,2010,12,2,8,Thursday
536600,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-12-02 08:32:00,4.25,17850,United Kingdom,17.0,11,115,2010,12,2,8,Thursday
536601,HAND WARMER RED POLKA DOT,6,2010-12-02 08:33:00,1.85,17850,United Kingdom,11.1,2,18,2010,12,2,8,Thursday
536601,HAND WARMER UNION JACK,6,2010-12-02 08:33:00,1.85,17850,United Kingdom,11.1,2,451,2010,12,2,8,Thursday
536602,RETRO COFFEE MUGS ASSORTED,6,2010-12-02 08:34:00,1.06,17850,United Kingdom,6.36,12,98,2010,12,2,8,Thursday
536602,SAVE THE PLANET MUG,6,2010-12-02 08:34:00,1.06,17850,United Kingdom,6.36,12,331,2010,12,2,8,Thursday
536602,VINTAGE BILLBOARD DRINK ME MUG,6,2010-12-02 08:34:00,1.06,17850,United Kingdom,6.36,12,171,2010,12,2,8,Thursday
536602,VINTAGE BILLBOARD LOVE/HATE MUG,6,2010-12-02 08:34:00,1.06,17850,United Kingdom,6.36,12,189,2010,12,2,8,Thursday
536602,WOOD 2 DRAWER CABINET WHITE FINISH,4,2010-12-02 08:34:00,4.95,17850,United Kingdom,19.8,12,510,2010,12,2,8,Thursday
536602,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2010-12-02 08:34:00,1.65,17850,United Kingdom,9.9,12,1099,2010,12,2,8,Thursday
536602,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-12-02 08:34:00,3.39,17850,United Kingdom,20.34,12,422,2010,12,2,8,Thursday
536602,RED WOOLLY HOTTIE WHITE HEART.,6,2010-12-02 08:34:00,3.39,17850,United Kingdom,20.34,12,354,2010,12,2,8,Thursday
536602,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-12-02 08:34:00,4.25,17850,United Kingdom,17.0,12,115,2010,12,2,8,Thursday
536602,SET 7 BABUSHKA NESTING BOXES,2,2010-12-02 08:34:00,7.65,17850,United Kingdom,15.3,12,280,2010,12,2,8,Thursday
536602,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 08:34:00,2.55,17850,United Kingdom,15.3,12,1886,2010,12,2,8,Thursday
536602,WHITE METAL LANTERN,6,2010-12-02 08:34:00,3.39,17850,United Kingdom,20.34,12,287,2010,12,2,8,Thursday
536603,HAND WARMER RED POLKA DOT,6,2010-12-02 08:40:00,1.85,17850,United Kingdom,11.1,2,18,2010,12,2,8,Thursday
536603,HAND WARMER UNION JACK,6,2010-12-02 08:40:00,1.85,17850,United Kingdom,11.1,2,451,2010,12,2,8,Thursday
536604,ZINC WILLIE WINKIE  CANDLE STICK,12,2010-12-02 08:43:00,0.85,14741,United Kingdom,10.2,8,234,2010,12,2,8,Thursday
536604,CINAMMON SET OF 9 T-LIGHTS,12,2010-12-02 08:43:00,0.85,14741,United Kingdom,10.2,8,147,2010,12,2,8,Thursday
536604,CREAM HEART CARD HOLDER,12,2010-12-02 08:43:00,3.95,14741,United Kingdom,47.400000000000006,8,487,2010,12,2,8,Thursday
536604,NATURAL SLATE HEART CHALKBOARD,6,2010-12-02 08:43:00,2.95,14741,United Kingdom,17.700000000000003,8,1183,2010,12,2,8,Thursday
536604,SOAP DISH BROCANTE,6,2010-12-02 08:43:00,2.95,14741,United Kingdom,17.700000000000003,8,99,2010,12,2,8,Thursday
536604,FLUTED ANTIQUE CANDLE HOLDER,12,2010-12-02 08:43:00,0.85,14741,United Kingdom,10.2,8,167,2010,12,2,8,Thursday
536604,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-12-02 08:43:00,0.85,14741,United Kingdom,10.2,8,486,2010,12,2,8,Thursday
536604,GRAND CHOCOLATECANDLE,18,2010-12-02 08:43:00,1.45,14741,United Kingdom,26.1,8,249,2010,12,2,8,Thursday
536605,PEACE SMALL WOOD LETTERS,2,2010-12-02 08:52:00,6.75,13715,United Kingdom,13.5,15,22,2010,12,2,8,Thursday
536605,LOVEBIRD HANGING DECORATION WHITE,12,2010-12-02 08:52:00,0.85,13715,United Kingdom,10.2,15,520,2010,12,2,8,Thursday
536605,SANDWICH BATH SPONGE,10,2010-12-02 08:52:00,1.25,13715,United Kingdom,12.5,15,89,2010,12,2,8,Thursday
536605,PIZZA PLATE IN BOX,8,2010-12-02 08:52:00,3.75,13715,United Kingdom,30.0,15,181,2010,12,2,8,Thursday
536605,FULL ENGLISH BREAKFAST PLATE,8,2010-12-02 08:52:00,3.75,13715,United Kingdom,30.0,15,287,2010,12,2,8,Thursday
536605,PLEASE ONE PERSON METAL SIGN,12,2010-12-02 08:52:00,2.1,13715,United Kingdom,25.200000000000003,15,723,2010,12,2,8,Thursday
536605,RED RETROSPOT APRON,3,2010-12-02 08:52:00,5.95,13715,United Kingdom,17.85,15,104,2010,12,2,8,Thursday
536605,TEA TIME KITCHEN APRON,3,2010-12-02 08:52:00,5.95,13715,United Kingdom,17.85,15,117,2010,12,2,8,Thursday
536605,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-02 08:52:00,4.95,13715,United Kingdom,14.85,15,626,2010,12,2,8,Thursday
536605,FELTCRAFT DOLL ROSIE,6,2010-12-02 08:52:00,2.95,13715,United Kingdom,17.700000000000003,15,284,2010,12,2,8,Thursday
536605,FELTCRAFT DOLL MARIA,6,2010-12-02 08:52:00,2.95,13715,United Kingdom,17.700000000000003,15,46,2010,12,2,8,Thursday
536605,FELTCRAFT DOLL MOLLY,6,2010-12-02 08:52:00,2.95,13715,United Kingdom,17.700000000000003,15,310,2010,12,2,8,Thursday
536605,FELTCRAFT DOLL EMILY,6,2010-12-02 08:52:00,2.95,13715,United Kingdom,17.700000000000003,15,252,2010,12,2,8,Thursday
536605,APPLE BATH SPONGE,10,2010-12-02 08:52:00,1.25,13715,United Kingdom,12.5,15,221,2010,12,2,8,Thursday
536605,PARTY METAL SIGN,12,2010-12-02 08:52:00,1.45,13715,United Kingdom,17.4,15,443,2010,12,2,8,Thursday
536607,CHRISTMAS RETROSPOT HEART WOOD,12,2010-12-02 09:29:00,0.85,17732,United Kingdom,10.2,16,26,2010,12,2,9,Thursday
536607,HOME BUILDING BLOCK WORD,3,2010-12-02 09:29:00,5.95,17732,United Kingdom,17.85,16,679,2010,12,2,9,Thursday
536607,BATH BUILDING BLOCK WORD,3,2010-12-02 09:29:00,5.95,17732,United Kingdom,17.85,16,235,2010,12,2,9,Thursday
536607,FAWN BLUE HOT WATER BOTTLE,6,2010-12-02 09:29:00,2.95,17732,United Kingdom,17.700000000000003,16,456,2010,12,2,9,Thursday
536607,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-12-02 09:29:00,3.95,17732,United Kingdom,15.8,16,535,2010,12,2,9,Thursday
536607,JUMBO BAG PINK POLKADOT,10,2010-12-02 09:29:00,1.95,17732,United Kingdom,19.5,16,1111,2010,12,2,9,Thursday
536607,JUMBO BAG RED RETROSPOT,10,2010-12-02 09:29:00,1.95,17732,United Kingdom,19.5,16,1789,2010,12,2,9,Thursday
536607,DOORMAT RESPECTABLE HOUSE,2,2010-12-02 09:29:00,7.95,17732,United Kingdom,15.9,16,119,2010,12,2,9,Thursday
536607,DOORMAT UNION JACK GUNS AND ROSES,2,2010-12-02 09:29:00,7.95,17732,United Kingdom,15.9,16,150,2010,12,2,9,Thursday
536607,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-02 09:29:00,2.95,17732,United Kingdom,17.700000000000003,16,661,2010,12,2,9,Thursday
